Location,Address,Country,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,
,30315, USA,5/14/2018,90.1,67.7,79.5,,89.9,0,,9.7,,48.9,59.79,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/15/2018,78.9,70.2,74.4,,,0.1,,11.7,,74.9,76.74,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/16/2018,75.2,69.3,71.4,,,1.7,,7.2,,88.7,93.7,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/17/2018,79.3,69.2,72.7,,,0.3,,8.7,,83.7,88.31,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/18/2018,80.2,65.7,72.5,,82.6,0,,12.9,,65.5,85.31,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/19/2018,84.9,70.2,76.3,,87.5,0,,9,,74.4,78.74,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/20/2018,86,68.2,74.9,,89.5,1.2,,11.2,47.2,55.9,82.77,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/21/2018,80.9,65.3,73.4,,82.3,0.1,,12.3,,66.2,74.1,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/22/2018,83,69.3,73.2,,85.7,0.2,,9.2,31.1,83.8,81.55,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/23/2018,82.4,69,74.4,,85.2,0.6,,7.7,,89,82.57,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/24/2018,85,69.9,76.6,,88.2,0.1,,10.2,32,79.3,77.16,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/25/2018,82.4,70.6,75.1,,85.5,0,,9.3,,84.5,79.77,Overcast,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/26/2018,84.3,69.7,75.8,,87.1,0,,10,,70.4,78.5,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/27/2018,82.4,68.9,75.6,,85.7,0,,11.9,,63.4,76.04,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/28/2018,82.9,69,73.6,,88.1,0.2,,12.7,,92.2,87.59,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/29/2018,80.6,70.7,74.5,,85.3,0.9,,15.2,49.4,89.8,87.86,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/30/2018,81.1,71.4,76,,84.3,0.1,,12.7,,72.7,81.95,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,5/31/2018,86.7,70.4,77.7,,92.6,0,,9.1,,60.8,79.49,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/1/2018,87.9,68,73.7,,95.2,0.7,,18.1,44.7,56.7,82.26,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/2/2018,88.4,68.1,77.4,,93.5,0,,13.5,,59,78.14,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/3/2018,91.4,71.2,81,,97.9,0,,12.4,,34.9,72.9,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/4/2018,84.3,65.4,75.9,,83.1,0,,15.7,,18.5,53.68,Clear,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/5/2018,80.9,62,72.2,,80.9,0,,10,,46.4,60.07,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/6/2018,90.1,62.3,76.5,,88.2,0,,11.1,,26.5,57.13,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/7/2018,88.6,67.9,79.3,,88.4,0,,8.2,,25.8,56.16,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/8/2018,86.9,70.9,77.5,,89.7,0.1,,12.8,35.6,53.8,69.22,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/9/2018,87.5,69.4,78.2,,90.3,0,,10.1,,40.3,70.56,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/10/2018,87.3,67.7,76.6,,90.8,0.1,,9.7,,46.6,74.45,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/11/2018,86.3,69.7,75.1,,90.9,0.3,,10.5,,49.4,79.57,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/12/2018,81.7,68.4,74.5,,85.5,0,,10.1,,59.9,80.69,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/13/2018,87.3,71.6,77.2,,92.1,0.8,,9.8,,80.3,78.19,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/14/2018,86.5,71.2,77.7,,91.2,0,,9,,55.5,79.23,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/15/2018,90.7,71.3,80.2,,95.2,0.2,,7.6,,43,74.66,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/16/2018,90.1,72.8,80.7,,95.7,0.2,,9.8,,51.9,75.43,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/17/2018,88.3,71.6,78.1,,93.8,0.1,,9.9,,64.3,77.21,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/18/2018,90.1,70.6,80.3,,95.3,0,,9.1,,35.1,69.95,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/19/2018,91.8,75.2,83.8,,97.5,0,,12,,24.7,64.68,Clear,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/20/2018,91.6,74.7,83.8,,93.9,0,,15.1,,28.6,60.23,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/21/2018,87.5,75.3,80.1,,93.6,0.1,,13.6,,63.2,73.56,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/22/2018,89.9,71.5,77.3,,92.7,0.8,,14.9,41.4,47.9,78.49,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/23/2018,82.5,71.6,77.1,,88.4,0.2,,10.8,,66.5,80.99,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/24/2018,91.1,72.6,82,,100.2,0.1,,11.8,,34.1,74.47,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/25/2018,89.7,71,78.7,,99.6,0.7,,12.8,39,41.2,80.39,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/26/2018,90.6,69,79.3,,97.6,0,,6.5,,43,75.98,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/27/2018,89.3,70.4,77,,97.3,0.3,,18.2,35.7,57.9,78.98,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/28/2018,81.8,69.2,71.7,,87.5,0.3,,26.2,43.2,66.4,89.14,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/29/2018,89.5,66.7,77.1,,95.9,0.1,,8,,59.5,78.39,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,6/30/2018,90.1,72.8,80.9,,95.9,0,,11.8,,41.1,74.87,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/1/2018,84.5,72.9,78.5,,90.1,0.1,,10.2,,64.6,79.77,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/2/2018,87.1,73.7,79.4,,93.1,0,,11.6,,69.5,78.71,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/3/2018,90.5,73.3,82.8,,95.1,0,,8.5,,44.9,67.84,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/4/2018,88.9,74.1,81.2,,94.2,0.3,,14.5,31.1,56.5,70.84,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/5/2018,88.2,73.9,80.5,,93.9,0,,10.1,,56,74.3,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/6/2018,88.2,73.1,78.3,,94.5,0.6,,14.4,39.1,53.8,79.6,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/7/2018,84.3,70.7,76.9,,89.1,0.1,,13.7,,63.6,80.29,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/8/2018,83.8,70.4,76.7,,85.6,0,,14.8,,63.2,70.07,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/9/2018,89,68.5,78.6,,90.8,0,,8.5,,22.9,61.1,Clear,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/10/2018,91.6,70.3,81.6,,94.8,0,,8.1,,22,65.03,Clear,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/11/2018,92.5,72.8,83.1,,98,0,,11.2,,38.3,67.53,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/12/2018,92.4,76.1,84.2,,99.7,0,,13.1,,49.7,67.73,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/13/2018,88.8,75.7,80.4,,96.9,0.6,,9.9,,72.6,78.97,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/14/2018,86.8,75.3,78.5,,93.6,2.2,,11.2,,85.1,84.16,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/15/2018,88.8,73.9,79.9,,97.1,0.1,,7.4,,73.8,80.65,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/16/2018,86.2,74.3,79.1,,93.5,0.7,,11.7,31.1,72.9,82.92,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/17/2018,89.9,72.9,80.6,,96.5,0,,9.2,,69.3,78.67,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/18/2018,91.6,74.1,82.5,,97.7,0,,9.3,,51,71.37,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/19/2018,89.5,74.1,80.1,,95.7,0,,12.8,,56.7,76.08,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/20/2018,86.6,74.1,78.9,,90.5,0,,9.5,,77.5,76.33,Overcast,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/21/2018,88.3,69.3,77.6,,96,1.1,,11.5,40.3,55.3,79.54,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/22/2018,86.7,69.8,77,,88.8,0.1,,13,,35,72.99,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/23/2018,83.7,68.1,75,,86.1,0.5,,8,,65.7,77.95,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/24/2018,84.2,71,76.2,,88.3,0.2,,8.9,,72.5,80.86,"Rain, Partially cloudy","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/25/2018,88.1,71.6,79.5,,92.2,0,,12.7,,33.1,71.4,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/26/2018,90.4,69.4,79.8,,90,0,,8.9,,24.1,63.86,Clear,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/27/2018,90.6,69,80.3,,92.7,0,,10,,38,63.62,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/28/2018,89.2,71.3,80.3,,88.1,0,,12.5,,42.4,59.76,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/29/2018,89,67.2,78.2,,89,0,,8,,37.9,61.39,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/30/2018,86.2,71.6,77.9,,92.8,0,,10.6,,74.3,79.85,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,7/31/2018,84.1,70.6,74.2,,90.6,1.1,,14.5,34.4,84,87.45,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,8/1/2018,75.8,70.5,72.4,,,1.2,,9.2,,94.1,93.02,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,8/2/2018,76.8,70.8,72.5,,,2.5,,11.7,,97.4,93.14,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,8/3/2018,85.2,70.8,77.2,,88.9,0.2,,11.7,,78.2,79.87,"Rain, Overcast","HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
,30315, USA,8/4/2018,87.9,71.3,79.6,,92.6,0,,8.2,,46.3,76.04,Partially cloudy,"HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,6.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.2mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,12.0mi)"
